Contig	COG	Name	Start	End
PROKKA_01600	COG2337	mRNA-degrading endonuclease, toxin component of the MazEF toxin-antitoxin module	7	112
PROKKA_01614	COG0389	Nucleotidyltransferase/DNA polymerase involved in DNA repair	4	359
PROKKA_01615	COG1974	SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase)	1	106
PROKKA_01617	COG4974	Site-specific recombinase XerD	195	383
PROKKA_01620	COG0265	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	45	204
PROKKA_01621	COG0810	Periplasmic protein TonB, links inner and outer membranes	13	95
PROKKA_01629	COG4974	Site-specific recombinase XerD	335	388
PROKKA_01631	COG3250	Beta-galactosidase/beta-glucuronidase	52	416
PROKKA_01633	COG3279	DNA-binding response regulator, LytR/AlgR family	1	241
PROKKA_01634	COG3275	Sensor histidine kinase, LytS/YehU family	151	353
PROKKA_01637	COG1022	Long-chain acyl-CoA synthetase (AMP-forming)	15	557
PROKKA_01638	COG0344	Phospholipid biosynthesis protein PlsY, probable glycerol-3-phosphate acyltransferase	19	212
PROKKA_01639	COG1284	Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains	15	318
PROKKA_01640	COG0621	tRNA A37 methylthiotransferase MiaB	26	457
PROKKA_01641	COG0513	Superfamily II DNA and RNA helicase	19	382
PROKKA_01642	COG1160	Predicted GTPases	4	434
PROKKA_01642	COG1160	Predicted GTPases	174	303
PROKKA_01643	COG0475	Kef-type K+ transport system, membrane component KefB	48	401
PROKKA_01644	COG0738	Fucose permease	18	378
PROKKA_01646	COG1702	Phosphate starvation-inducible protein PhoH, predicted ATPase	1	313
PROKKA_01647	COG2195	Di- or tripeptidase	10	489
PROKKA_01648	COG1597	Diacylglycerol kinase family enzyme	6	313
PROKKA_01649	COG4319	Ketosteroid isomerase homolog	6	58
PROKKA_01651	COG2315	Predicted DNA-binding protein with ‘double-wing’ structural motif, MmcQ/YjbR family	1	102
PROKKA_01652	COG3201	Nicotinamide riboside transporter PnuC	162	245
PROKKA_01652	COG3201	Nicotinamide riboside transporter PnuC	5	79
PROKKA_01653	COG1629	Outer membrane receptor proteins, mostly Fe transport	106	822
PROKKA_01656	COG2115	Xylose isomerase	3	437
PROKKA_01657	COG1070	Sugar (pentulose or hexulose) kinase	4	494
PROKKA_01658	COG4111	Uncharacterized conserved protein	143	225
PROKKA_01659	COG2017	Galactose mutarotase or related enzyme	10	351
PROKKA_01660	COG0008	Glutamyl- or glutaminyl-tRNA synthetase	1	504
PROKKA_01661	COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	1	366
PROKKA_01662	COG1472	Periplasmic beta-glucosidase and related glycosidases	53	372
PROKKA_01663	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	4	278
PROKKA_01664	COG3537	Putative alpha-1,2-mannosidase	22	731
PROKKA_01665	COG3568	Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family	14	273
PROKKA_01666	COG1785	Alkaline phosphatase	321	593
PROKKA_01667	COG3408	Glycogen debranching enzyme (alpha-1,6-glucosidase)	119	459
PROKKA_01668	COG1409	3',5'-cyclic AMP phosphodiesterase CpdA	25	304
PROKKA_01669	COG1940	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	1	271
PROKKA_01670	COG3525	N-acetyl-beta-hexosaminidase	26	540
PROKKA_01672	COG0313	16S rRNA C1402 (ribose-2'-O) methylase RsmI	1	235
PROKKA_01673	COG1808	Uncharacterized membrane protein	58	287
PROKKA_01674	COG1560	Lauroyl/myristoyl acyltransferase	18	301
PROKKA_01675	COG1216	Glycosyltransferase, GT2 family	1	242
PROKKA_01676	COG3449	DNA gyrase inhibitor GyrI	139	287
PROKKA_01677	COG0008	Glutamyl- or glutaminyl-tRNA synthetase	26	531
PROKKA_01680	COG0566	tRNA G18 (ribose-2'-O)-methylase SpoU	12	176
PROKKA_01681	COG0413	Ketopantoate hydroxymethyltransferase	9	271
PROKKA_01682	COG0516	IMP dehydrogenase/GMP reductase	260	480
PROKKA_01682	COG0516	IMP dehydrogenase/GMP reductase	1	101
PROKKA_01684	COG0519	GMP synthase, PP-ATPase domain/subunit	204	519
PROKKA_01685	COG2271	Sugar phosphate permease	18	455
PROKKA_01687	COG0847	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	4	141
PROKKA_01689	COG2077	Peroxiredoxin	1	158
PROKKA_01690	COG1359	Quinol monooxygenase YgiN	1	78
PROKKA_01695	COG0776	Bacterial nucleoid DNA-binding protein	1	93
PROKKA_01696	COG0175	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	32	213
PROKKA_01697	COG1032	Radical SAM superfamily enzyme YgiQ, UPF0313 family	83	241
PROKKA_01698	COG0338	Site-specific DNA-adenine methylase	11	281
PROKKA_01706	COG4646	Adenine-specific DNA methylase, N12 class	2227	2752
PROKKA_01706	COG4646	Adenine-specific DNA methylase, N12 class	2901	3115
PROKKA_01723	COG0860	N-acetylmuramoyl-L-alanine amidase	1	189
PROKKA_01731	COG0719	Fe-S cluster assembly scaffold protein SufB	38	479
PROKKA_01732	COG0655	Multimeric flavodoxin WrbA	1	77
PROKKA_01733	COG0396	Fe-S cluster assembly ATPase SufC	1	247
PROKKA_01734	COG0719	Fe-S cluster assembly scaffold protein SufB	18	251
PROKKA_01735	COG0520	Selenocysteine lyase/Cysteine desulfurase	1	402
PROKKA_01736	COG0125	Thymidylate kinase	1	226
PROKKA_01738	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	20	353
PROKKA_01739	COG0841	Multidrug efflux pump subunit AcrB	36	987
PROKKA_01740	COG1538	Outer membrane protein TolC	34	403
PROKKA_01740	COG1538	Outer membrane protein TolC	9	198
PROKKA_01740	COG1538	Outer membrane protein TolC	262	414
PROKKA_01741	COG1765	Uncharacterized OsmC-related protein	3	129
PROKKA_01742	COG0642	Signal transduction histidine kinase	229	455
PROKKA_01744	COG1729	Periplasmic TolA-binding protein (function unknown)	582	697
PROKKA_01746	COG3877	Uncharacterized protein	7	97
PROKKA_01748	COG1559	Cell division protein YceG, involved in septum cleavage	1	304
PROKKA_01749	COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	1	200
PROKKA_01751	COG0463	Glycosyltransferase involved in cell wall bisynthesis	2	237
PROKKA_01754	COG1864	DNA/RNA endonuclease G, NUC1	151	391
PROKKA_01758	COG1368	Phosphoglycerol transferase MdoB or a related enzyme of AlkP superfamily	128	609
PROKKA_01759	COG0612	Predicted Zn-dependent peptidase	28	471
PROKKA_01759	COG0612	Predicted Zn-dependent peptidase	520	942
PROKKA_01760	COG3655	DNA-binding transcriptional regulator, XRE family	1	73
PROKKA_01763	COG3884	Acyl-ACP thioesterase	8	229
PROKKA_01764	COG2193	Bacterioferritin (cytochrome b1)	11	159
PROKKA_01765	COG0438	Glycosyltransferase involved in cell wall bisynthesis	1	381
PROKKA_01766	COG0365	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase	1	187
PROKKA_01767	COG0365	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase	22	354
PROKKA_01768	COG1917	Cupin domain protein related to quercetin dioxygenase	113	183
PROKKA_01770	COG0457	Tetratricopeptide (TPR) repeat	106	352
PROKKA_01770	COG0457	Tetratricopeptide (TPR) repeat	107	365
PROKKA_01770	COG0457	Tetratricopeptide (TPR) repeat	9	222
PROKKA_01771	COG1159	GTPase Era, involved in 16S rRNA processing	1	293
PROKKA_01772	COG0778	Nitroreductase	57	214
PROKKA_01773	COG0541	Signal recognition particle GTPase	1	420
PROKKA_01776	COG5496	Predicted thioesterase	2	123
PROKKA_01777	COG2720	Vancomycin resistance protein YoaR (function unknown), contains peptidoglycan-binding and VanW domains	53	160
PROKKA_01779	COG1055	Na+/H+ antiporter NhaD or related arsenite permease	1	423
PROKKA_01785	COG1862	Preprotein translocase subunit YajC	21	98
PROKKA_01787	COG0781	Transcription termination factor NusB	202	300
PROKKA_01788	COG2081	Predicted flavoprotein YhiN	12	422
PROKKA_01790	COG2096	Cob(I)alamin adenosyltransferase	1	183
PROKKA_01795	COG1629	Outer membrane receptor proteins, mostly Fe transport	112	826
PROKKA_01796	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	36	132
PROKKA_01797	COG2996	Predicted RNA-binding protein, contains S1 domains,  virulence factor B family	84	330
PROKKA_01798	COG2936	Predicted acyl esterase	24	568
PROKKA_01799	COG0388	Predicted amidohydrolase	1	253
PROKKA_01800	COG0178	Excinuclease UvrABC ATPase subunit	2	938
PROKKA_01803	COG0245	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	4	159
PROKKA_01804	COG2195	Di- or tripeptidase	6	481
PROKKA_01808	COG0686	Alanine dehydrogenase	1	363
PROKKA_01810	COG1137	ABC-type lipopolysaccharide export system, ATPase component	8	218
PROKKA_01811	COG0536	GTPase involved in cell partioning and DNA repair	5	336
PROKKA_01814	COG0560	Phosphoserine phosphatase	127	336
PROKKA_01815	COG3830	ACT domain, binds amino acids and other small ligands	10	52
PROKKA_01816	COG0668	Small-conductance mechanosensitive channel	26	307
PROKKA_01819	COG1803	Methylglyoxal synthase	6	161
PROKKA_01820	COG0042	tRNA-dihydrouridine synthase	2	166
PROKKA_01822	COG1253	Hemolysin or related protein, contains CBS domains	13	416
PROKKA_01823	COG0018	Arginyl-tRNA synthetase	1	579
PROKKA_01825	COG0266	Formamidopyrimidine-DNA glycosylase	1	273
PROKKA_01826	COG0501	Zn-dependent protease with chaperone function	4	261
PROKKA_01828	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	11	256
PROKKA_01830	COG0253	Diaminopimelate epimerase	5	264
PROKKA_01831	COG0778	Nitroreductase	1	182
PROKKA_01832	COG4775	Outer membrane protein assembly factor BamA	150	772
PROKKA_01833	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	197	302
PROKKA_01834	COG2825	Periplasmic chaperone for outer membrane proteins, Skp family	1	168
PROKKA_01835	COG2825	Periplasmic chaperone for outer membrane proteins, Skp family	1	168
PROKKA_01836	COG4775	Outer membrane protein assembly factor BamA	56	857
PROKKA_01837	COG0020	Undecaprenyl pyrophosphate synthase	5	234
PROKKA_01838	COG0061	NAD kinase	68	287
PROKKA_01839	COG0854	Pyridoxine 5'-phosphate synthase PdxJ	2	234
PROKKA_01840	COG2755	Lysophospholipase L1 or related esterase	41	217
PROKKA_01841	COG0617	tRNA nucleotidyltransferase/poly(A) polymerase	1	459
PROKKA_01842	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	1	301
PROKKA_01843	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	10	291
PROKKA_01844	COG0824	Acyl-CoA thioesterase FadM	6	130
PROKKA_01845	COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	3	193
PROKKA_01846	COG0346	Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme	6	121
PROKKA_01847	COG0217	Transcriptional and/or translational regulatory protein YebC/TACO1	1	240
PROKKA_01848	COG0613	Predicted metal-dependent phosphoesterase TrpH, contains PHP domain	1	263
PROKKA_01850	COG0166	Glucose-6-phosphate isomerase	1	436
PROKKA_01851	COG0240	Glycerol-3-phosphate dehydrogenase	12	330
PROKKA_01852	COG1077	Actin-like ATPase involved in cell morphogenesis	2	335
PROKKA_01853	COG1792	Cell shape-determining protein MreC	8	276
PROKKA_01855	COG0768	Cell division protein FtsI/penicillin-binding protein 2	7	588
PROKKA_01856	COG0772	Bacterial cell division protein FtsW, lipid II flippase	292	472
PROKKA_01856	COG0772	Bacterial cell division protein FtsW, lipid II flippase	12	205
PROKKA_01857	COG0474	Magnesium-transporting ATPase (P-type)	8	857
PROKKA_01858	COG0671	Membrane-associated phospholipid phosphatase	142	228
PROKKA_01859	COG0334	Glutamate dehydrogenase/leucine dehydrogenase	17	445
PROKKA_01860	COG0574	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase	440	831
PROKKA_01862	COG0500	SAM-dependent methyltransferase	10	72
PROKKA_01864	COG0404	Glycine cleavage system T protein (aminomethyltransferase)	1	366
PROKKA_01865	COG0167	Dihydroorotate dehydrogenase	35	302
PROKKA_01866	COG4632	Exopolysaccharide biosynthesis protein related to N-acetylglucosamine-1-phosphodiester alpha-N-acety...	952	1083
PROKKA_01870	COG0584	Glycerophosphoryl diester phosphodiesterase	42	300
PROKKA_01873	COG1629	Outer membrane receptor proteins, mostly Fe transport	191	660
PROKKA_01874	COG3712	Periplasmic ferric-dicitrate binding protein FerR, regulates iron transport through sigma-19	24	309
PROKKA_01875	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	19	195
PROKKA_01877	COG2966	Uncharacterized membrane protein YjjP, DUF1212 family	9	242
PROKKA_01878	COG3610	Uncharacterized membrane protein YjjB, DUF3815 family	1	106
PROKKA_01880	COG1418	HD superfamily phosphodieaserase, includes HD domain of RNase Y	349	566
PROKKA_01883	COG0621	tRNA A37 methylthiotransferase MiaB	1	430
PROKKA_01885	COG3568	Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family	22	266
PROKKA_01887	COG1629	Outer membrane receptor proteins, mostly Fe transport	521	809
PROKKA_01888	COG0552	Signal recognition particle GTPase	1	330
PROKKA_01890	COG0438	Glycosyltransferase involved in cell wall bisynthesis	170	404
PROKKA_01891	COG0438	Glycosyltransferase involved in cell wall bisynthesis	1	98
PROKKA_01892	COG0438	Glycosyltransferase involved in cell wall bisynthesis	6	288
PROKKA_01894	COG0267	Ribosomal protein L33	7	60
PROKKA_01895	COG0227	Ribosomal protein L28	1	72
PROKKA_01896	COG0642	Signal transduction histidine kinase	406	636
PROKKA_01897	COG1546	Nicotinamide mononucleotide (NMN) deamidase PncC	25	163
PROKKA_01898	COG1058	Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA	1	197
PROKKA_01899	COG0167	Dihydroorotate dehydrogenase	50	340
PROKKA_01900	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	4	267
PROKKA_01901	COG0010	Arginase family enzyme	19	343
PROKKA_01902	COG3004	Na+/H+ antiporter NhaA	16	453
PROKKA_01903	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase	26	223
PROKKA_01904	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase	130	353
PROKKA_01905	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	12	145
PROKKA_01909	COG0254	Ribosomal protein L31	1	86
PROKKA_01911	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	149	248
PROKKA_01912	COG1670	Protein N-acetyltransferase, RimJ/RimL family	12	173
PROKKA_01916	COG0050	Translation elongation factor EF-Tu, a GTPase	1	395
PROKKA_01918	COG0690	Preprotein translocase subunit SecE	1	54
PROKKA_01919	COG0250	Transcription antitermination factor NusG	5	185
PROKKA_01920	COG0080	Ribosomal protein L11	2	141
PROKKA_01921	COG0081	Ribosomal protein L1	1	225
PROKKA_01922	COG0244	Ribosomal protein L10	1	161
PROKKA_01923	COG0222	Ribosomal protein L7/L12	1	125
PROKKA_01924	COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	1	906
PROKKA_01924	COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	1035	1286
PROKKA_01925	COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	15	855
PROKKA_01926	COG1760	L-serine deaminase	143	398
PROKKA_01928	COG2067	Long-chain fatty acid transport protein	15	458
PROKKA_01929	COG0436	Aspartate/methionine/tyrosine aminotransferase	6	399
PROKKA_01930	COG0776	Bacterial nucleoid DNA-binding protein	1	85
PROKKA_01932	COG0513	Superfamily II DNA and RNA helicase	2	491
PROKKA_01933	COG0623	Enoyl-[acyl-carrier-protein] reductase (NADH)	1	130
PROKKA_01934	COG1294	Cytochrome bd-type quinol oxidase, subunit 2	1	379
PROKKA_01935	COG1271	Cytochrome bd-type quinol oxidase, subunit 1	8	329
PROKKA_01935	COG1271	Cytochrome bd-type quinol oxidase, subunit 1	393	522
PROKKA_01937	COG4632	Exopolysaccharide biosynthesis protein related to N-acetylglucosamine-1-phosphodiester alpha-N-acety...	217	336
PROKKA_01938	COG1649	Uncharacterized lipoprotein YddW, UPF0748 family	50	294
PROKKA_01940	COG4206	Outer membrane cobalamin receptor protein	2	134
PROKKA_01944	COG1649	Uncharacterized lipoprotein YddW, UPF0748 family	52	349
PROKKA_01945	COG2755	Lysophospholipase L1 or related esterase	40	221
PROKKA_01950	COG2942	Mannose or cellobiose epimerase, N-acyl-D-glucosamine 2-epimerase family	1	384
PROKKA_01951	COG1409	3',5'-cyclic AMP phosphodiesterase CpdA	155	360
PROKKA_01952	COG0644	Dehydrogenase (flavoprotein)	24	181
PROKKA_01953	COG1649	Uncharacterized lipoprotein YddW, UPF0748 family	33	296
PROKKA_01955	COG1757	Na+/H+ antiporter NhaC	95	483
PROKKA_01956	COG0546	Phosphoglycolate phosphatase, HAD superfamily	10	222
PROKKA_01957	COG2204	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	1	375
PROKKA_01959	COG1225	Peroxiredoxin	247	362
PROKKA_01960	COG2908	UDP-2,3-diacylglucosamine pyrophosphatase LpxH	4	238
PROKKA_01961	COG0207	Thymidylate synthase	1	298
PROKKA_01965	COG1629	Outer membrane receptor proteins, mostly Fe transport	97	787
PROKKA_01966	COG5492	Uncharacterized conserved protein YjdB, contains Ig-like domain	19	199
PROKKA_01966	COG5492	Uncharacterized conserved protein YjdB, contains Ig-like domain	69	234
PROKKA_01967	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	5	342
PROKKA_01975	COG0665	Glycine/D-amino acid oxidase (deaminating)	22	58
PROKKA_01976	COG0591	Na+/proline symporter	1	452
PROKKA_01977	COG0262	Dihydrofolate reductase	1	159
PROKKA_01978	COG1150	Heterodisulfide reductase, subunit C	18	130
PROKKA_01979	COG2048	Heterodisulfide reductase, subunit B	19	324
PROKKA_01980	COG1148	Heterodisulfide reductase, subunit A (polyferredoxin)	1	80
PROKKA_01981	COG1150	Heterodisulfide reductase, subunit C	36	106
PROKKA_01982	COG0247	Fe-S oxidoreductase	274	594
PROKKA_01983	COG0031	Cysteine synthase	1	244
PROKKA_01996	COG0507	ATP-dependent exoDNAse (exonuclease V), alpha subunit, helicase superfamily I	109	254
PROKKA_02000	COG0302	GTP cyclohydrolase I	7	189
PROKKA_02001	COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	26	213
PROKKA_02003	COG0778	Nitroreductase	1	157
PROKKA_02004	COG0642	Signal transduction histidine kinase	662	911
PROKKA_02005	COG0608	Single-stranded DNA-specific exonuclease, DHH superfamily, may be involved in archaeal DNA replication intiation	53	503
PROKKA_02006	COG0321	Lipoate-protein ligase B	6	250
PROKKA_02007	COG0320	Lipoate synthase	10	291
PROKKA_02008	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	192	283
PROKKA_02010	COG0164	Ribonuclease HII	13	188
PROKKA_02014	COG0811	Biopolymer transport protein ExbB/TolQ	48	246
PROKKA_02015	COG0252	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	1	338
PROKKA_02016	COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	1	262
PROKKA_02017	COG0758	Predicted Rossmann fold nucleotide-binding protein DprA/Smf involved in DNA uptake	11	366
PROKKA_02018	COG2183	Transcriptional accessory protein Tex/SPT6	3	703
PROKKA_02019	COG1453	Predicted oxidoreductase of the aldo/keto reductase family	9	303
PROKKA_02020	COG2768	Uncharacterized Fe-S center protein	1	195
PROKKA_02023	COG3345	Alpha-galactosidase	27	720
PROKKA_02025	COG1541	Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family	1	433
PROKKA_02028	COG1233	Phytoene dehydrogenase-related protein	3	487
PROKKA_02029	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	213	397
PROKKA_02030	COG4258	Predicted exporter	129	548
PROKKA_02031	COG0463	Glycosyltransferase involved in cell wall bisynthesis	3	241
PROKKA_02032	COG0764	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase	28	111
PROKKA_02033	COG2834	Outer membrane lipoprotein-sorting protein	1	204
PROKKA_02034	COG0726	Peptidoglycan/xylan/chitin deacetylase, PgdA/CDA1 family	30	225
PROKKA_02036	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase	3	352
PROKKA_02037	COG0236	Acyl carrier protein	28	84
PROKKA_02038	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase	18	375
PROKKA_02039	COG0824	Acyl-CoA thioesterase FadM	14	142
PROKKA_02041	COG1032	Radical SAM superfamily enzyme YgiQ, UPF0313 family	25	424
PROKKA_02042	COG4261	Predicted acyltransferase, LPLAT superfamily	29	292
PROKKA_02044	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase	1	405
PROKKA_02045	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	6	244
PROKKA_02046	COG2986	Histidine ammonia-lyase	19	502
PROKKA_02047	COG0641	Sulfatase maturation enzyme AslB, radical SAM superfamily	20	410
PROKKA_02048	COG2814	Predicted arabinose efflux permease, MFS family	16	174
PROKKA_02050	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	10	184
PROKKA_02052	COG3712	Periplasmic ferric-dicitrate binding protein FerR, regulates iron transport through sigma-19	2	143
PROKKA_02053	COG1629	Outer membrane receptor proteins, mostly Fe transport	205	870
PROKKA_02057	COG3525	N-acetyl-beta-hexosaminidase	101	505
PROKKA_02059	COG1240	Mg-chelatase subunit ChlD	80	272
PROKKA_02060	COG1240	Mg-chelatase subunit ChlD	73	218
PROKKA_02061	COG3063	Tfp pilus assembly protein PilF	41	131
PROKKA_02063	COG1721	Uncharacterized conserved protein, DUF58 family, contains vWF domain	28	280
PROKKA_02064	COG0714	MoxR-like ATPase	9	332
PROKKA_02065	COG0210	Superfamily I DNA or RNA helicase	10	662
PROKKA_02066	COG0463	Glycosyltransferase involved in cell wall bisynthesis	5	312
PROKKA_02067	COG0177	Endonuclease III	4	213
PROKKA_02069	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	5	524
PROKKA_02069	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	312	524
PROKKA_02069	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	5	243
PROKKA_02070	COG0618	nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs	18	304
PROKKA_02071	COG0583	DNA-binding transcriptional regulator, LysR family	6	293
PROKKA_02072	COG2855	Uncharacterized membrane protein YadS	9	351
PROKKA_02076	COG1404	Serine protease, subtilisin family	222	658
PROKKA_02078	COG4886	Leucine-rich repeat (LRR) protein	373	631
PROKKA_02078	COG4886	Leucine-rich repeat (LRR) protein	548	761
PROKKA_02078	COG4886	Leucine-rich repeat (LRR) protein	471	661
PROKKA_02082	COG1629	Outer membrane receptor proteins, mostly Fe transport	43	758
PROKKA_02084	COG3537	Putative alpha-1,2-mannosidase	1	111
PROKKA_02085	COG3537	Putative alpha-1,2-mannosidase	9	592
PROKKA_02087	COG1472	Periplasmic beta-glucosidase and related glycosidases	43	454
PROKKA_02088	COG3537	Putative alpha-1,2-mannosidase	6	705
PROKKA_02091	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	195	298
PROKKA_02092	COG2220	L-ascorbate metabolism protein UlaG, beta-lactamase superfamily	2	259
PROKKA_02093	COG1533	DNA repair photolyase	44	304
PROKKA_02096	COG0358	DNA primase (bacterial type)	1	251
PROKKA_02097	COG3378	Phage- or plasmid-associated DNA primase	67	252
PROKKA_02099	COG1373	Predicted ATPase, AAA+ superfamily	30	436
PROKKA_02102	COG4206	Outer membrane cobalamin receptor protein	111	265
PROKKA_02103	COG0642	Signal transduction histidine kinase	796	1030
PROKKA_02104	COG1472	Periplasmic beta-glucosidase and related glycosidases	112	406
PROKKA_02106	COG0793	C-terminal processing protease CtpA/Prc, contains a PDZ domain	155	396
PROKKA_02108	COG0424	Predicted house-cleaning NTP pyrophosphatase, Maf/HAM1 superfamily	9	194
PROKKA_02109	COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	2	228
PROKKA_02111	COG0763	Lipid A disaccharide synthetase	1	373
PROKKA_02112	COG0336	tRNA G37 N-methylase TrmD	1	223
PROKKA_02114	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	14	218
PROKKA_02115	COG0657	Acetyl esterase/lipase	55	259
PROKKA_02117	COG2265	tRNA/tmRNA/rRNA uracil-C5-methylase, TrmA/RlmC/RlmD family	14	461
PROKKA_02118	COG0346	Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme	1	124
PROKKA_02119	COG2968	Uncharacterized conserved protein YggE, contains kinase-interacting SIMPL domain	29	228
PROKKA_02120	COG0295	Cytidine deaminase	39	149
PROKKA_02121	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	4	216
PROKKA_02122	COG1490	D-Tyr-tRNAtyr deacylase	1	146
PROKKA_02123	COG1864	DNA/RNA endonuclease G, NUC1	274	495
PROKKA_02124	COG1242	Radical SAM superfamily enzyme	6	318
PROKKA_02125	COG1284	Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains	88	292
PROKKA_02126	COG1198	Primosomal protein N' (replication factor Y) - superfamily II helicase	2	716
PROKKA_02127	COG1040	Predicted amidophosphoribosyltransferases	14	234
PROKKA_02128	COG0305	Replicative DNA helicase	24	465
PROKKA_02129	COG0606	Predicted ATPase with chaperone activity	19	507
PROKKA_02130	COG0707	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase	3	368
PROKKA_02131	COG0773	UDP-N-acetylmuramate-alanine ligase	4	458
PROKKA_02133	COG0849	Cell division ATPase FtsA	8	382
PROKKA_02134	COG0206	Cell division GTPase FtsZ	34	330
PROKKA_02135	COG1253	Hemolysin or related protein, contains CBS domains	28	322
PROKKA_02136	COG1253	Hemolysin or related protein, contains CBS domains	1	62
PROKKA_02139	COG1357	Uncharacterized protein YjbI, contains pentapeptide repeats	52	185
PROKKA_02139	COG1357	Uncharacterized protein YjbI, contains pentapeptide repeats	41	185
PROKKA_02139	COG1357	Uncharacterized protein YjbI, contains pentapeptide repeats	48	158
PROKKA_02139	COG1357	Uncharacterized protein YjbI, contains pentapeptide repeats	62	184
PROKKA_02140	COG3579	Aminopeptidase C	114	400
PROKKA_02141	COG0550	DNA topoisomerase IA	4	588
PROKKA_02143	COG0809	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)	1	338
PROKKA_02144	COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	17	216
PROKKA_02145	COG1968	Undecaprenyl pyrophosphate phosphatase UppP	1	262
PROKKA_02147	COG2177	Cell division protein FtsX	17	223
PROKKA_02149	COG0142	Geranylgeranyl pyrophosphate synthase	14	328
PROKKA_02150	COG0738	Fucose permease	3	423
PROKKA_02151	COG0335	Ribosomal protein L19	1	119
PROKKA_02152	COG0496	Broad specificity polyphosphatase and 5'/3'-nucleotidase SurE	7	257
PROKKA_02153	COG4585	Signal transduction histidine kinase	15	307
PROKKA_02154	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	4	211
PROKKA_02155	COG1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase or related enzyme	45	471
PROKKA_02157	COG0726	Peptidoglycan/xylan/chitin deacetylase, PgdA/CDA1 family	14	188
